mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,mfcc_80,mfcc_81,mfcc_82,mfcc_83,mfcc_84,mfcc_85,mfcc_86,mfcc_87,mfcc_88,mfcc_89,mfcc_90,mfcc_91,mfcc_92,mfcc_93,mfcc_94,mfcc_95,mfcc_96,mfcc_97,mfcc_98,mfcc_99,mfcc_100,mfcc_101,mfcc_102,mfcc_103,mfcc_104,mfcc_105,mfcc_106,mfcc_107,mfcc_108,mfcc_109,mfcc_110,mfcc_111,mfcc_112,mfcc_113,mfcc_114,mfcc_115,mfcc_116,label
-17.849550182409224,52.69726911303212,5.298048964136252,-55.69037407400221,-59.98698239907157,-71.06245894543537,-85.48737729580932,-84.7185025492709,-121.62356973338727,92.47545030964045,97.1629600807406,100.24185122575653,119.03210228263997,123.78809409310614,123.5973488945848,124.30046072653036,129.11075896128,124.71094629662346,-3.262119706490121,-0.3087875496909546,2.3477194589825614,-14.929141934000683,-22.93948190755905,-26.50287267420387,-34.85287594156542,-33.13436298427669,-25.871967654816153,-1.4039279747696438,-1.5491094426985876,-4.29387748460708,-12.402668429307791,-7.752879097659332,-6.308256656288487,-8.146709250773453,-9.170718612872662,-10.726371090091519,-39.00730502299632,-37.8697902705522,-36.1635814679763,-37.325401407266064,-39.10455634394732,-40.28464140777807,-42.027900611774186,-36.248875594398,-33.32748225182387,8.369487191609915,12.471750708450722,13.604388101750821,12.158910054458648,10.81439204961182,15.66619132340156,16.054285490364627,14.781363042807786,5.8132757960760095,-30.69324504656675,-25.155419155669613,-16.337992889676148,-7.4369894742667295,-5.614686930591672,-2.1297765903770975,-6.1043922777098505,-0.6595928480274234,1.1564341282332915,-5.169877470216113,-2.9961918310920326,-2.3154227134228558,-7.184742308955194,-0.7842510516710787,0.4891931598552728,-10.229355261543633,-13.812168884777785,-17.417236516843325,-48.2883092361422,-46.93849358129518,-37.18016411120695,-29.226217957532107,-29.16067303014026,-27.52094336394942,-36.39433841779456,-33.18177961209148,-24.323998903594156,25.967790208183693,26.263927986599416,22.40148980911563,10.03142557410985,10.459383700422336,10.35430498000644,8.500594397418348,0.46340089854652106,-1.6338838150241108,-20.691583339880886,-18.691461356530112,-12.005861697851731,-3.0689614545312645,-4.5146090113558355,-7.227267453450429,-10.700364865667257,-7.572588454862844,-2.528299071654092,18.211644667451708,20.802149413012316,17.526126386468654,8.062075842527333,6.1939609678195655,2.3568584435532554,2.581901328878942,-0.9362796182921665,-6.969619416570815,9.245765051991146,8.742335406099706,3.0014362528029945,-10.253444307740219,-11.970773157214884,-17.730588479860483,-17.51595367811311,-7.4735167104966305,-7.583194515275164,0.0
-22.11505275958853,47.27274615153169,-5.908124396334281,-74.81289879096094,-77.81596887850343,-92.79253876142089,-114.48792071686103,-131.55167134964086,-170.94298618890198,80.48548240345161,78.495691583613,78.88052794329431,95.34170355999241,99.67779884846617,97.32694039673564,95.92230036585822,92.5441386475661,102.37361447769109,-44.05428313701695,-45.41144370322806,-43.286124652599725,-43.21580803670306,-48.49245784853882,-57.87938767587144,-64.02134200842228,-60.61164813374104,-52.16978296761705,4.865042956448216,4.405417419339536,7.563549383349395,13.991445594976753,11.277540310143825,10.800555435702897,10.191685397746625,8.612298816695278,7.459419157904325,-41.95767325339368,-40.95887679358471,-38.89398951557004,-33.539668914047695,-35.714480475890966,-34.39186019452008,-31.205921574924417,-30.20222113214713,-28.401310891850926,-21.01698981234565,-20.151802956976304,-16.76472142850841,-8.792586125228901,-11.364124465536642,-8.393632720819916,-4.352857231088667,-1.1885937710863037,-7.354670906251181,-20.059417894941994,-18.555344227263006,-14.871095015787992,-12.925364176603395,-12.413045213727038,-8.811854053428696,-9.582961345241314,-5.60571333219319,-2.1976670464645958,11.568022690406591,12.94235995555674,12.61961885737098,5.373959512665689,4.772806461651846,7.340288687243867,8.786644820806199,3.124091055933498,-0.2741961823877711,-42.4504714582904,-37.355527091805214,-26.348950085300807,-11.590253585138035,-15.335350276917467,-12.962954317944689,-15.112445522873273,-12.248293029353942,-5.150435532931638,5.879428336580184,6.726496331205629,7.5758538650683445,7.333067016272287,9.598583709283734,12.297196795259557,12.588808058178401,13.466938196337779,15.195135217559773,-13.20048391171127,-10.984138348539123,-10.13607795300771,-21.93857128732087,-19.639435625483735,-17.296918103103593,-13.796350145918042,-5.905021737596439,-1.0519837655342685,6.559893525615505,10.988426322538706,15.067109765210274,14.892967692488153,15.32898687266988,9.660854274702807,9.24764968925526,12.478355992087927,9.01211053854989,0.9098214204073722,2.912960010307102,2.0460465222960886,-4.544105870355057,-8.624935921093371,-10.85460036305543,-11.819515463817359,-5.349847714624223,-2.6240055395033277,0.0
-51.10839207201942,21.221004485540238,-23.26415213985438,-71.9536868236647,-70.59704824898371,-81.90091598720606,-95.92965017589871,-102.24091051463621,-142.7895100794779,83.77393482008151,87.85637207182039,94.88797856380879,100.83041584620037,109.81140562184086,109.50963858429341,119.23055189071465,123.3225934054071,119.59133397079071,-41.40495429578293,-35.82305753945096,-22.85523368985469,-16.403495068912257,-15.78255776711233,-17.28563981803547,-22.82351242060146,-25.029625015008392,-20.410314296741795,-7.4162315759132245,-3.085820377230713,10.056554355766371,17.007844715998168,23.660563087319353,33.6390096063884,33.44327564398323,28.217232777494143,25.365179606073067,-53.9891445131842,-50.14867671185104,-41.292016413013855,-35.38860397912559,-36.905666546457255,-37.21806565715903,-35.27467098523785,-32.88235578251111,-25.1195978002427,-35.93287997701515,-33.59648739296237,-25.578315578769192,-15.275873271932126,-18.122548188112845,-19.109550623481255,-16.594066811504153,-12.29037416592729,-10.905964504510447,-34.24811315609717,-33.17088762042383,-27.754519231000764,-24.213289593100317,-19.814374150128423,-15.867078242608073,-16.539753551089923,-14.345562684793297,-5.782868215664886,-28.084083246103965,-26.06874380111052,-20.415084491546594,-8.893045911991322,-7.015980834831948,-8.530757415367273,-6.63765319816574,-7.996316437767341,-6.865371396646528,-26.753393799629887,-22.532452918264617,-15.678567883439086,-19.665536901848775,-21.097378144397176,-21.424841435904234,-15.451563476333067,-13.044421419357374,-8.80080128207886,10.216570522752113,11.891448683851603,9.606760979280043,-0.5613634290182026,5.123964496305748,7.070733017269747,7.514049594719173,1.3213533342846266,-3.5779535862836864,-25.87300646164954,-24.145039837632716,-20.680582720039062,-22.427204789650126,-18.80305734220589,-20.435345810028032,-23.636821365103188,-24.318752145444265,-19.91289463277019,2.82870328979108,4.353254108794921,6.361684294263567,9.02180988399048,13.24731499942164,9.143123773188915,6.4820066263451555,-0.708207998659431,-5.037721697992855,-2.5970616149029446,-2.5349366801160724,-4.358694734790907,-6.308316880452162,-7.92269525298805,-6.889196637626167,-10.789090361388034,-13.312510880073095,-10.279709256026349,0.0
-12.244826966641769,56.79136844076376,5.828177899423888,-72.71717729061622,-72.90749166101949,-77.82849676553514,-93.62631975014651,-110.09911330247346,-154.04815645665946,51.66374559236249,43.208834126914255,38.87261003121701,40.91135360659766,44.78510934622288,54.907669464168,63.45327590709658,57.50789883396858,61.09727066547326,-43.38990486574885,-44.19326992031634,-38.933679674396046,-20.50518537325985,-35.04488429990798,-34.83819047163593,-34.663126681495356,-43.20141219249945,-41.85977065679895,4.9018271258855775,2.146472649069863,6.9914824243613305,24.419093394652943,11.901200657855412,14.792482533216806,17.452435404858065,9.311738556001274,1.1150862428947055,20.699549441907422,21.549740514497636,21.76157830027568,4.259545870765028,-9.294076975147622,-14.16441625484298,-8.409002248117961,-11.152953709003606,-15.662296018771237,39.52190242315841,41.87173497668492,41.287463079954264,28.014538437105422,18.49221973417432,20.10663033716154,29.53749010414617,23.712180225117596,20.290572078933184,-37.21808181568589,-36.52262495031968,-35.82345121725597,-32.82078402321529,-34.265844852301726,-28.551429631705314,-28.55901866469596,-26.50751934510872,-22.54550903504381,2.2334818988258167,2.5976092030376665,0.2771826651502331,8.33499304945825,7.998336726601372,8.370399365523022,3.830539529532216,7.210678174330146,13.97116588378938,-10.925627295327917,-8.491997329473005,-8.53586052913517,-14.110898287666672,-13.790922654689394,-12.372124003749462,-14.423815710095058,-7.979979919606356,1.5999092741659533,6.424918499110882,6.605537022947264,2.226574491727959,-3.0952125771673673,0.12710613853552372,-0.09128265724274093,1.830232455185011,1.9147860419827063,3.2485432027252186,-14.23272384648087,-12.607689778592897,-12.32557898204585,-7.881263784720567,-16.552938673666716,-21.655047322636474,-12.171365297616003,-6.538852907758752,2.141872781568926,9.306689586452068,13.1346390450305,13.222922418897006,5.429883277366477,12.220269997588865,8.30076075919979,8.533061306707861,9.93969570188316,13.70570400959991,-4.400320684877782,-0.5205106691690388,-0.8339490065592077,-13.123671265462988,-8.18609017085631,-7.225439380774329,-9.19765068678456,-7.01668309905711,-4.038035982201927,0.0
-1.1363148010149693,59.35210141251418,-2.522199865981731,-83.59300284371221,-85.05291183921283,-95.1568769994741,-117.23983426892065,-133.64506971769643,-180.9068649636621,60.40770770664901,52.496106128936695,48.01412005760827,57.17448433158763,65.67127770800298,74.60478961552957,78.96440744688371,75.90634788089173,78.86840959208234,-49.59656365024169,-51.56564494479492,-45.56175961871337,-17.95132081049651,-32.88732904083601,-34.727594098869496,-33.60494555137439,-40.858611572744664,-40.914640261045115,28.185882649341927,27.5435715371163,27.29485764908459,27.83914740687547,22.101550650134847,23.15649426322967,28.417737168011257,19.93184326039025,15.422231446845636,-8.29186198298127,-9.058530940078501,-9.936194837126939,-16.16855276575184,-27.094587992390817,-32.20300972198487,-26.577348312430985,-29.41168976242922,-31.561203495328108,27.06913550316275,27.925171517582868,26.038867376529673,22.590246052556715,15.403820428481527,14.240605857825654,20.633564798891236,19.162645213595596,13.177859950483754,-33.51976190464322,-32.18083858634189,-33.02377837601297,-37.308384762912326,-33.64637525570687,-26.667365648837844,-29.032112893103445,-31.199632725902326,-28.501930607663006,-0.5858625166439949,0.4303822898917903,0.18775470888082396,-2.9707884045716835,-2.8023363760990967,-0.7523238041062132,-2.945246367491066,-3.764135676294139,-2.8654564871413157,-0.6310442745722926,2.2721907340768706,5.72137974711294,-6.536638943436421,-7.4925114867455544,-0.418398656921392,-3.2286596639747254,-3.309512928189791,3.828322266354792,-2.102770403491821,-2.2527418041580485,-2.123335774689606,-1.827582198530628,-3.2937468909559064,0.5805642766319561,3.070551572854562,-0.385659193659468,-0.12909551047185508,-15.664890049005809,-15.095461681136346,-13.565451406377363,-6.636853096762092,-12.326128215544113,-17.980644057884952,-11.02496744768425,-7.126023163802047,-6.590121446804723,-4.818582649046361,-3.477355291642997,-1.785159328705981,10.058105895436288,14.237340496908063,6.839597148869338,4.259695961044384,3.0947456140230214,1.731723790025494,0.18682988518559834,3.881036460545971,3.9051373516135333,-3.422336063547678,2.225049539492444,-1.8379196468108585,-7.170332160731874,-3.0959015585935994,-2.778500611879781,0.0
6.24859662418597,72.62938870145437,16.312463107086586,-71.2961400256489,-81.23094149485661,-94.55923899966064,-116.42842832921403,-134.4636831397439,-172.98354047691527,84.39938809131067,73.32324245377217,62.589930046077164,77.90065955527024,83.36680827827078,84.38861567389745,85.79662791991402,86.02167880933798,95.63364740823555,-55.25240893795046,-55.373208005121555,-52.13172160268337,-35.487664630287526,-38.30676421505382,-43.961617920725935,-52.46770876392943,-57.34303777720159,-54.62325321727343,-6.780634293565315,-6.031440583036694,0.6938158533182024,16.599955910057616,15.964046288150717,18.940697876038676,19.855956052888125,19.120051925004162,12.846302400965024,-7.267330839913209,-4.674749216423983,-5.012012768602991,-19.469150215300445,-23.756223936136955,-26.068895749195036,-21.25098875030249,-18.176887963025266,-19.75518693118221,3.932652413311594,7.522468195133135,12.531585116060597,10.843776731635865,3.5701951693092164,2.9021313656210967,8.277627636003967,4.635944650091417,-2.843370548492417,-10.400798797895096,-10.492803824475015,-10.788575647530756,0.22166992056219142,-3.8166140137006757,-1.5589484681103676,-3.2595738759882735,-2.369677677997722,1.6236510692370638,2.3557545901218466,0.29154569417830184,-2.9385828822049884,14.303189793124531,13.290371103427102,9.366515532093771,8.676153903058339,10.776331140969537,9.16241144873534,-24.224845753518387,-24.563608355520465,-24.34809371185818,-24.167556952807494,-26.019503127712124,-26.190559418652917,-28.1370167440051,-27.15731037583282,-27.26021263566983,11.79849410233256,14.110434258860078,12.808828996978278,9.668398606613419,9.58088328947667,9.767359439785983,9.316469835836902,8.045177919715165,5.364941364979559,-7.37701554458912,-5.478309717734312,-3.0969253544628925,-11.469740525769254,-8.244722246547674,-9.43281215806282,-14.115019058350892,-11.433726665606102,-2.9085665497211375,13.789238628370047,15.805720884566227,17.327200648977264,2.1700215399969425,14.069543441976576,15.082484054704437,4.5706335788080095,5.448658974802193,10.105124507062838,3.239510849915118,5.8957185211692735,6.477404009512366,-7.415735873056278,-7.958714296464471,-6.963089710289764,-7.387443271517952,-2.8174706707149144,0.02614091494525781,0.0
9.310834188778578,77.7450313775848,26.07692681136141,-59.014901200253895,-80.14902243749499,-109.40883573629799,-138.8906170756702,-167.0219302768783,-220.14503606388158,43.78418187582866,34.49266331153727,25.03294258248613,24.29728826682219,29.534439959255714,33.57194778457726,29.22253031267539,34.21794129854021,42.330043809996404,-27.680940888157593,-28.261409016235646,-26.3072429466797,-24.146874157669814,-28.21289671489569,-31.03438950472799,-36.99704642564787,-38.88046149680844,-34.20298807415497,30.77797289594951,32.36697676991378,35.40674670204804,34.72167432317194,34.26582586972426,37.19003113027977,36.54344165167022,37.59768607738597,37.00940627433251,14.170399395287514,13.457662623097773,8.336495035879496,-4.283621642929462,-6.9671700381269535,-14.18325682328613,-13.523817276105788,-11.346700098860396,-14.979633807720054,12.578631072077316,12.361390262357428,13.06996121893226,12.665812190085285,12.001692283352767,16.366240973673126,20.57178328478456,22.463717682739954,17.108729818596426,-17.283319607429064,-17.654183652447692,-17.619827314132394,-28.249127281757964,-30.086753100903834,-22.75453480980832,-19.363274109868378,-18.198686998759765,-24.720008252959342,3.7244815859384244,2.396000286660169,-6.396668872004865,-25.12547247574119,-17.46217432212783,-8.770409456329658,-9.31917847966916,-13.457756132793627,-18.081039848437356,5.444024856082824,4.748210641459828,1.383756581964412,-6.425919769822841,-5.509060308894375,-6.57572837369216,-10.63733235343432,-15.995504348173206,-13.543254301111919,4.156283511005022,3.1872515574862326,0.9559201328158368,17.89582129460377,17.41060606758915,13.676461045587601,14.539196830659524,5.237887838462369,10.540251884908132,-7.178186037469434,-8.216246093596276,-13.403071109016466,-22.490998427113027,-22.215735856550147,-23.2123876149754,-21.852377550225363,-29.222007829372657,-19.54104177887834,-2.1853435720623056,-1.128098650617712,2.3957037671081616,3.748845291330988,6.769875611714816,7.454736010319879,8.34245623228828,1.5478598999023063,3.067691262436079,11.058134059305946,12.075445682063012,12.612310327303515,-3.87285125080432,2.0249337101444675,-0.8934524138497941,-3.2004774666169133,-9.572937441546745,-2.3012537045363537,0.0
35.527286049106266,109.28176158986739,58.817967484564875,-36.960843545624506,-50.472160658007525,-67.52618910871422,-86.59109862971012,-105.23800028465752,-158.15120904963652,68.26385121959842,61.56934515209416,56.704227767158145,66.05545615993499,72.49210903039344,74.20273419152764,80.27089539138208,81.66878824581937,82.72670956453395,-52.16666707434641,-55.47220580204676,-54.29301032791027,-47.44505584764195,-53.9600786092071,-54.641577806712064,-52.57613938671048,-55.41915101028402,-55.758403186499066,15.868717748009226,14.963417845960588,18.604472948998634,24.549326022351593,23.215331718062536,27.51985913725916,30.924110127456025,27.50688476472574,30.064568863234015,3.609161579591059,0.6909019134830907,-2.3002807270405152,-19.287594845646144,-22.638742520890915,-22.186530155924384,-19.969583525800083,-20.15864048788376,-17.92600887165151,-6.06108341799285,-7.250122468733508,-5.632323010627977,4.168732305210962,-0.2550715306709266,0.0414661887136587,3.7888480453282485,5.026636210729794,5.604394840327873,2.5737888427132187,3.4264110159415395,4.613865240060953,4.792598831440786,-2.232869856237848,-2.728646829349717,4.719891799213261,11.030202406151233,9.615298814505955,1.441396391053102,1.8157458285302024,1.0435790979748907,2.5378476817777824,1.5435912467369288,0.6859385245611986,-1.778693973172914,-4.064236104959086,-4.817831645823687,-25.580742137651022,-21.780344654194707,-16.257158688912618,-22.92298133955388,-28.334248587110224,-26.70420884855013,-29.719845901218466,-35.8493822097583,-31.318364613594383,1.2632445930058767,5.998019402240508,10.352928060580897,16.35660668598293,20.42513483741125,15.107906222162924,5.555028186347935,0.32096396915649883,2.6640960247516063,2.0861020013344262,2.7579350538690637,2.544897181798753,-9.331662619900364,-9.783231782039643,-12.599461435442915,-17.488464480456614,-19.358211381813213,-20.034356874469935,-1.9622744907333394,-0.41007171620467725,1.2651486991070486,11.220247472974812,13.708407949829787,9.233001936009853,3.6575173874676636,3.0646001511158873,-1.2270936004272757,-6.23748159745527,-5.6706504402800295,-6.291443150542508,-14.52388511162653,-10.414114558842646,-13.682768583903918,-16.524885010416618,-20.335068626949457,-20.584288419630617,0.0
25.088859594533414,102.32578558190927,60.63231468263211,-13.792877396454887,-34.592617410879505,-64.828602031222,-99.10781322906807,-127.68690238251934,-181.10653678762165,88.02329683470651,89.8995207874152,88.40350795551272,92.61517833293192,98.86250303872018,101.34129341482861,99.60924175921602,105.86061342818384,106.21087958293595,1.4903120963462746,-3.2213328530105607,-10.481034858905378,-31.16609998072829,-39.847272296495355,-46.06745838122046,-48.54586471630641,-50.82888430521875,-47.814181484573865,-10.007534584359247,-11.443858216255773,-10.751794074469078,-2.0801774806439233,-2.05395751482886,5.742136522383841,9.022826671961077,2.867852317555544,7.176121088173289,-12.579853608764017,-13.958390997542711,-20.916086283702796,-33.93555108245188,-38.14080834378886,-34.63429172917003,-27.599970450584095,-27.43109417295254,-21.48872620212773,-8.400439834173461,-6.7292106534619585,-3.408752829090379,-0.10633512176896665,-9.922683021585385,-8.089165122732982,-0.5903570815337921,4.340965126349157,8.05226377394517,-15.947270193054738,-14.56307770819793,-9.709263373588662,-11.242794882438238,-15.413899767806884,-13.133971095411864,-8.952050314989116,-4.466988425506652,0.3367773287510706,3.2525740850649347,0.5256601207897494,-1.1919947045076893,2.732277823119597,4.4513639955050515,4.25326381211582,1.6875819837491597,-1.1045866719792112,2.5764928947979264,-14.755300682285583,-15.214545091208524,-11.910130635759181,-21.327373730172567,-23.532224907312333,-21.26596244985481,-23.69698612135688,-26.67745588351032,-25.404040287146596,-3.102069543063375,-3.338938447946127,-3.437475527032473,-1.669691231998912,2.0889093583948273,-2.9887369316167347,-0.1665620075015446,-1.8478080677479414,-6.74861824857615,9.826445884358431,11.492347390879317,11.075180939715516,-2.1510924688123385,-9.830978234163155,-13.382951092134185,-7.987036327041025,-5.316076588901003,-10.856332109214941,8.448653582593623,10.768821607703043,13.024133011553893,14.151149813949115,11.172185321092517,7.889868905606708,11.61917257440324,15.872763170615567,5.5099946277579175,-7.147815441516782,-3.75549344858967,-1.623440113256391,-14.593540638331714,-12.471452652550923,-14.127937100652112,-14.483813663535491,-6.955885675819773,-8.300087250917375,0.0
29.575224116532503,107.19766398723196,59.82085429940452,-43.39753730393465,-58.263131498665736,-81.41240498696887,-112.57871702779617,-134.8863806545913,-183.1747592435367,83.56962975746578,80.48927280119898,78.9384202677929,88.92532355937362,98.1567497173314,101.07329447863219,99.75339710135805,104.3113797416504,108.11002184392026,-18.72097716587617,-24.226200975823197,-28.384847928333166,-37.936863806809825,-41.88774263759376,-45.90937381264895,-50.25843616449786,-49.35475824981408,-47.875283819172694,-18.505528713319777,-21.73428818002873,-21.125168574749985,-6.651045597544176,-5.542995955132284,-3.7144623432272645,2.065072858861309,1.8260081075258912,0.7935930619249033,-7.309121967620772,-6.624154781671775,-11.893854285586759,-43.03014383025652,-40.89908505491117,-42.373811168008885,-35.641663203150856,-35.959918861799466,-34.52123915967512,7.09165629545852,8.760389719542138,5.643318487921273,-2.696727566397901,-5.03368116107945,2.033009366754757,8.572329276284725,8.62063315346077,2.467963950533453,-1.035429843519661,-1.4068734248624772,-3.5574325103676734,-8.379826613244097,-6.11020373868978,-2.472099592288335,-3.6763266087976803,0.4609900397522809,0.4111009022148748,12.644674771688507,10.845535720811473,8.178304219988688,5.809887820193815,10.605423747504904,10.666914191036343,10.254461407542644,12.628909750341476,9.19834149088375,-1.7578511000849169,-1.1259446272942575,-1.1398239094256486,-13.907216519693606,-20.321938487065125,-19.13933438365363,-18.361385485621312,-19.35472173827955,-16.956135173519996,-1.824837232580643,-0.24376415386372474,1.1399841158155704,6.725385138647466,5.458311463503563,0.348890198980625,0.8673921907493866,-2.2953892423134916,-0.26850168747963954,-5.670289936020794,-3.0156385617721497,0.21816208082236532,-2.587548697305322,-4.771237554736794,-11.879771580201725,-9.700349342318972,-3.5178644252224673,8.20862620958544,4.191582305183056,7.442028151397225,8.261455999510185,9.410640715638245,14.024682225749435,15.812711539130856,18.49383827955267,19.483358062629804,13.57822559720217,5.108638812842232,6.4535187418994,5.065830733194829,-4.399352152961542,-7.954704605538142,-12.698739290432794,-8.162661810211144,0.07625261392780036,0.09681272670733085,0.0
